date,text,rating,translated_text,jumlah_kata_awal,cleaned_text,tokenized_text,initial_token_count,stopword_removed_text,token_count,stemmed_text,ulasan_bersih,skor_lexicon,skor_lexicon_ke_rating,sentimen_multiclass
2023-03-02,Yesterday i was purchased for one year and right now I can’t login in my phone and my tv. Very bad apps you should learn from other streaming apps that easily connect phone or tv. Really wish I didn’t susbscribed the package yesterday,1,"Kemarin saya dibeli selama satu tahun dan saat ini saya tidak bisa login di ponsel dan TV saya. Aplikasi yang sangat buruk, Anda harus belajar dari aplikasi streaming lain yang dengan mudah menghubungkan ponsel atau TV. Seandainya saja saya tidak berlangganan paket kemarin",43,kemarin saya dibeli selama satu tahun dan saat ini saya tidak bisa login di ponsel dan tv saya aplikasi yang sangat buruk anda harus belajar dari aplikasi streaming lain yang dengan mudah menghubungkan ponsel atau tv seandainya saja saya tidak berlangganan paket kemarin,"['kemarin', 'saya', 'dibeli', 'selama', 'satu', 'tahun', 'dan', 'saat', 'ini', 'saya', 'tidak', 'bisa', 'login', 'di', 'ponsel', 'dan', 'tv', 'saya', 'aplikasi', 'yang', 'sangat', 'buruk', 'anda', 'harus', 'belajar', 'dari', 'aplikasi', 'streaming', 'lain', 'yang', 'dengan', 'mudah', 'menghubungkan', 'ponsel', 'atau', 'tv', 'seandainya', 'saja', 'saya', 'tidak', 'berlangganan', 'paket', 'kemarin']",43,"['kemarin', 'dibeli', 'login', 'ponsel', 'tv', 'buruk', 'belajar', 'streaming', 'mudah', 'menghubungkan', 'ponsel', 'tv', 'seandainya', 'berlangganan', 'paket', 'kemarin']",16,"['kemarin', 'beli', 'login', 'ponsel', 'tv', 'buruk', 'ajar', 'streaming', 'mudah', 'hubung', 'ponsel', 'tv', 'anda', 'langgan', 'paket', 'kemarin']",kemarin beli login ponsel tv buruk ajar streaming mudah hubung ponsel tv anda langgan paket kemarin,-10,1,Negatif
2023-03-02,"Don’t just remake all movie dark, give the dark them to ios app",1,"Jangan hanya membuat ulang semua film yang gelap, berikan yang gelap ke aplikasi iOS",13,jangan hanya membuat ulang semua film yang gelap berikan yang gelap ke aplikasi ios,"['jangan', 'hanya', 'membuat', 'ulang', 'semua', 'film', 'yang', 'gelap', 'berikan', 'yang', 'gelap', 'ke', 'aplikasi', 'ios']",14,"['ulang', 'film', 'gelap', 'gelap', 'ios']",5,"['ulang', 'film', 'gelap', 'gelap', 'ios']",ulang film gelap gelap ios,-8,1,Negatif
2023-03-01,"setelah update malah jadi sering error, tolong segera di perbaiki ajalah biar lebih nyaman pengguna",3,"setelah update malah jadi sering error, tolong segera di perbaiki ajalah biar lebih nyaman pengguna",15,setelah update malah jadi sering error tolong segera di perbaiki ajalah biar lebih nyaman pengguna,"['setelah', 'update', 'malah', 'jadi', 'sering', 'error', 'tolong', 'segera', 'di', 'perbaiki', 'ajalah', 'biar', 'lebih', 'nyaman', 'pengguna']",15,"['update', 'error', 'perbaiki', 'ajalah', 'biar', 'nyaman', 'pengguna']",7,"['update', 'error', 'baik', 'aja', 'biar', 'nyaman', 'guna']",update error baik aja biar nyaman guna,-3,2,Negatif
2023-03-01,Susah bgt log in pke no hp anjir kalo mau celar history log in code ga muncul. Mending lu pake email & pass aja deh anjir,2,"Sangat sulit untuk masuk dengan nomor telepon Anda, gbr. Kalau mau hapus history, kode loginnya tidak muncul. Cukup gunakan email & pass, gbr",26,sangat sulit untuk masuk dengan nomor telepon anda gbr kalau mau hapus history kode loginnya tidak muncul cukup gunakan email pass gbr,"['sangat', 'sulit', 'untuk', 'masuk', 'dengan', 'nomor', 'telepon', 'anda', 'gbr', 'kalau', 'mau', 'hapus', 'history', 'kode', 'loginnya', 'tidak', 'muncul', 'cukup', 'gunakan', 'email', 'pass', 'gbr']",22,"['sulit', 'masuk', 'nomor', 'telepon', 'gbr', 'hapus', 'history', 'kode', 'loginnya', 'muncul', 'email', 'pass', 'gbr']",13,"['sulit', 'masuk', 'nomor', 'telepon', 'gbr', 'hapus', 'history', 'kode', 'loginnya', 'muncul', 'email', 'pass', 'gbr']",sulit masuk nomor telepon gbr hapus history kode loginnya muncul email pass gbr,-12,1,Negatif
2023-02-26,"tolonggg ini kita g bisa nnton klau ngebuff terus. kita butuh 1080 p bukan “upto” sumpah lebih baik pkai aplikasi sebelah klau gini jelek banget ya Allah nyesel banget langganan. kesel banget aku lagi nnton ngebuff mana pas klimaksnya lagi, jadi g bisa ngikutin alurnya!!! X<",2,"tolonggg ini kita g bisa nnton klau ngebuff terus. kita butuh 1080 p bukan “upto” sumpah lebih baik pkai aplikasi sebelah klau gini jelek banget ya Allah nyesel banget langganan. kesel banget aku lagi nnton ngebuff mana pas klimaksnya lagi, jadi g bisa ngikutin alurnya!!! X<",46,tolonggg ini kita g bisa nnton klau ngebuff terus kita butuh p bukan “upto” sumpah lebih baik pkai aplikasi sebelah klau gini jelek banget ya allah nyesel banget langganan kesel banget aku lagi nnton ngebuff mana pas klimaksnya lagi jadi g bisa ngikutin alurnya x,"['tolonggg', 'ini', 'kita', 'g', 'bisa', 'nnton', 'klau', 'ngebuff', 'terus', 'kita', 'butuh', 'p', 'bukan', '“', 'upto', '”', 'sumpah', 'lebih', 'baik', 'pkai', 'aplikasi', 'sebelah', 'klau', 'gini', 'jelek', 'banget', 'ya', 'allah', 'nyesel', 'banget', 'langganan', 'kesel', 'banget', 'aku', 'lagi', 'nnton', 'ngebuff', 'mana', 'pas', 'klimaksnya', 'lagi', 'jadi', 'g', 'bisa', 'ngikutin', 'alurnya', 'x']",47,"['tolonggg', 'g', 'nnton', 'klau', 'ngebuff', 'butuh', 'p', '“', 'upto', '”', 'sumpah', 'pkai', 'sebelah', 'klau', 'gini', 'jelek', 'ya', 'allah', 'nyesel', 'langganan', 'kesel', 'nnton', 'ngebuff', 'pas', 'klimaksnya', 'g', 'ngikutin', 'alurnya', 'x']",29,"['tolonggg', 'g', 'nnton', 'klau', 'ngebuff', 'butuh', 'p', '', 'upto', '', 'sumpah', 'pkai', 'belah', 'klau', 'gin', 'jelek', 'ya', 'allah', 'nyesel', 'langgan', 'kesel', 'nnton', 'ngebuff', 'pas', 'klimaks', 'g', 'ngikutin', 'alur', 'x']",tolonggg g nnton klau ngebuff butuh p  upto  sumpah pkai belah klau gin jelek ya allah nyesel langgan kesel nnton ngebuff pas klimaks g ngikutin alur x,-20,1,Negatif
2023-03-01,"Sangat mengecewakan untuk aplikasi ini, padahal cuma ingin menonton saja sulit. Memang posisi saya tidak diindonesia tapi kenapa begitu sulit untuk mengakses D+? Jika memakai VPN tidak diperbolehkan, sebegitunya kah Disney+ Hotstar?",1,"Sangat mengecewakan untuk aplikasi ini, padahal cuma ingin menonton saja sulit. Memang posisi saya tidak diindonesia tapi kenapa begitu sulit untuk mengakses D+? Jika memakai VPN tidak diperbolehkan, sebegitunya kah Disney+ Hotstar?",32,sangat mengecewakan untuk aplikasi ini padahal cuma ingin menonton saja sulit memang posisi saya tidak diindonesia tapi kenapa begitu sulit untuk mengakses d jika memakai vpn tidak diperbolehkan sebegitunya kah disney hotstar,"['sangat', 'mengecewakan', 'untuk', 'aplikasi', 'ini', 'padahal', 'cuma', 'ingin', 'menonton', 'saja', 'sulit', 'memang', 'posisi', 'saya', 'tidak', 'diindonesia', 'tapi', 'kenapa', 'begitu', 'sulit', 'untuk', 'mengakses', 'd', 'jika', 'memakai', 'vpn', 'tidak', 'diperbolehkan', 'sebegitunya', 'kah', 'disney', 'hotstar']",32,"['mengecewakan', 'sulit', 'posisi', 'diindonesia', 'sulit', 'mengakses', 'd', 'memakai', 'vpn', 'diperbolehkan', 'sebegitunya', 'kah', 'hotstar']",13,"['kecewa', 'sulit', 'posisi', 'indonesia', 'sulit', 'akses', 'd', 'pakai', 'vpn', 'boleh', 'begitu', 'kah', 'hotstar']",kecewa sulit posisi indonesia sulit akses d pakai vpn boleh begitu kah hotstar,4,5,Positif
2023-02-27,"Have the breadth of content that tied with disney. 

The software itself needs a major overhaul 2 years ago. MS-DOS had better UI before Microsoft Windows was a thing. 

The kindest thing for front-end (and, honestly, back-end) that can be said is that it’s made on a budget, and/or undermanned, and/or interns, and/or by the lowest bidder.",1,"Memiliki luasnya konten yang terikat dengan Disney. 

Perangkat lunaknya sendiri memerlukan perombakan besar-besaran 2 tahun lalu. MS-DOS memiliki UI yang lebih baik sebelum Microsoft Windows ada. 

Hal yang paling baik untuk front-end (dan, sejujurnya, back-end) adalah bahwa hal itu dibuat berdasarkan anggaran, dan/atau kekurangan tenaga, dan/atau pekerja magang, dan/atau oleh penawar terendah.",57,memiliki luasnya konten yang terikat dengan disney perangkat lunaknya sendiri memerlukan perombakan besarbesaran tahun lalu msdos memiliki ui yang lebih baik sebelum microsoft windows ada hal yang paling baik untuk frontend dan sejujurnya backend adalah bahwa hal itu dibuat berdasarkan anggaran danatau kekurangan tenaga danatau pekerja magang danatau oleh penawar terendah,"['memiliki', 'luasnya', 'konten', 'yang', 'terikat', 'dengan', 'disney', 'perangkat', 'lunaknya', 'sendiri', 'memerlukan', 'perombakan', 'besarbesaran', 'tahun', 'lalu', 'msdos', 'memiliki', 'ui', 'yang', 'lebih', 'baik', 'sebelum', 'microsoft', 'windows', 'ada', 'hal', 'yang', 'paling', 'baik', 'untuk', 'frontend', 'dan', 'sejujurnya', 'backend', 'adalah', 'bahwa', 'hal', 'itu', 'dibuat', 'berdasarkan', 'anggaran', 'danatau', 'kekurangan', 'tenaga', 'danatau', 'pekerja', 'magang', 'danatau', 'oleh', 'penawar', 'terendah']",51,"['memiliki', 'luasnya', 'konten', 'terikat', 'perangkat', 'lunaknya', 'perombakan', 'besarbesaran', 'msdos', 'memiliki', 'ui', 'microsoft', 'windows', 'frontend', 'sejujurnya', 'backend', 'berdasarkan', 'anggaran', 'danatau', 'kekurangan', 'tenaga', 'danatau', 'pekerja', 'magang', 'danatau', 'penawar', 'terendah']",27,"['milik', 'luas', 'konten', 'ikat', 'perangkat', 'lunak', 'ombak', 'besarbesaran', 'msdos', 'milik', 'ui', 'microsoft', 'windows', 'frontend', 'jujur', 'backend', 'dasar', 'anggar', 'danatau', 'kurang', 'tenaga', 'danatau', 'kerja', 'magang', 'danatau', 'tawar', 'rendah']",milik luas konten ikat perangkat lunak ombak besarbesaran msdos milik ui microsoft windows frontend jujur backend dasar anggar danatau kurang tenaga danatau kerja magang danatau tawar rendah,0,3,Netral
2023-02-25,"sengaja berlangganan biar bisa nonton radha krishna, ternyata gda sia sia berlangganan",2,"sengaja berlangganan biar bisa nonton radha krishna, ternyata gda sia sia berlangganan",12,sengaja berlangganan biar bisa nonton radha krishna ternyata gda sia sia berlangganan,"['sengaja', 'berlangganan', 'biar', 'bisa', 'nonton', 'radha', 'krishna', 'ternyata', 'gda', 'sia', 'sia', 'berlangganan']",12,"['sengaja', 'berlangganan', 'biar', 'nonton', 'radha', 'krishna', 'gda', 'sia', 'sia', 'berlangganan']",10,"['sengaja', 'langgan', 'biar', 'nonton', 'radha', 'krishna', 'gda', 'sia', 'sia', 'langgan']",sengaja langgan biar nonton radha krishna gda sia sia langgan,-11,1,Negatif
2023-02-19,"Film nya bagus2, tapi aplikasinya jelek Banyak bug Mo masuk di iphone error mulu Mo masuk di googletv sama error mulu Cek google banyak banget kode errornya",2,"Film nya bagus2, tapi aplikasinya jelek Banyak bug Mo masuk di iphone error mulu Mo masuk di googletv sama error mulu Cek google banyak banget kode errornya",27,film nya bagus tapi aplikasinya jelek banyak bug mo masuk di iphone error mulu mo masuk di googletv sama error mulu cek google banyak banget kode errornya,"['film', 'nya', 'bagus', 'tapi', 'aplikasinya', 'jelek', 'banyak', 'bug', 'mo', 'masuk', 'di', 'iphone', 'error', 'mulu', 'mo', 'masuk', 'di', 'googletv', 'sama', 'error', 'mulu', 'cek', 'google', 'banyak', 'banget', 'kode', 'errornya']",27,"['film', 'aplikasinya', 'jelek', 'bug', 'mo', 'masuk', 'iphone', 'error', 'mulu', 'mo', 'masuk', 'googletv', 'error', 'mulu', 'cek', 'google', 'kode', 'errornya']",18,"['film', 'aplikasi', 'jelek', 'bug', 'mo', 'masuk', 'iphone', 'error', 'mulu', 'mo', 'masuk', 'googletv', 'error', 'mulu', 'cek', 'google', 'kode', 'errornya']",film aplikasi jelek bug mo masuk iphone error mulu mo masuk googletv error mulu cek google kode errornya,-34,1,Negatif
2023-02-21,"Sudah bayar , sedang nonton , tau2 log out gak bisa log in… udh log in minta bayar  tsu2 log out gak bisa log in kode gak dapet!😤 tolong jelasin",1,"Sudah bayar , sedang nonton , tau2 log out gak bisa log in… udh log in minta bayar  tsu2 log out gak bisa log in kode gak dapet!😤 tolong jelasin",30,sudah bayar sedang nonton tau log out gak bisa log in… udh log in minta bayar tsu log out gak bisa log in kode gak dapet😤 tolong jelasin,"['sudah', 'bayar', 'sedang', 'nonton', 'tau', 'log', 'out', 'gak', 'bisa', 'log', 'in…', 'udh', 'log', 'in', 'minta', 'bayar', 'tsu', 'log', 'out', 'gak', 'bisa', 'log', 'in', 'kode', 'gak', 'dapet😤', 'tolong', 'jelasin']",28,"['bayar', 'nonton', 'tau', 'log', 'out', 'log', 'in…', 'udh', 'log', 'in', 'bayar', 'tsu', 'log', 'out', 'log', 'in', 'kode', 'dapet😤', 'jelasin']",19,"['bayar', 'nonton', 'tau', 'log', 'out', 'log', 'in', 'udh', 'log', 'in', 'bayar', 'tsu', 'log', 'out', 'log', 'in', 'kode', 'dapet', 'jelasin']",bayar nonton tau log out log in udh log in bayar tsu log out log in kode dapet jelasin,-11,1,Negatif
2023-02-18,"Is there a solution why since yesterday I can't open the app and it always shows ""something went wrong, please try again sometime"" even though the subscription period is still active until next month, I have also submitted my complaint on the official Twitter and IG accounts but no response at all once, please don't be like this",2,"Adakah solusinya kenapa dari kemarin saya tidak bisa membuka aplikasinya dan selalu muncul tulisan ""ada yang tidak beres, silakan coba lagi kapan-kapan"" padahal masa berlangganan masih aktif sampai bulan depan, saya juga sudah menyampaikan keluhan saya di akun resmi Twitter dan IG tapi tidak ada respon sama sekali, tolong jangan seperti ini",58,adakah solusinya kenapa dari kemarin saya tidak bisa membuka aplikasinya dan selalu muncul tulisan ada yang tidak beres silakan coba lagi kapankapan padahal masa berlangganan masih aktif sampai bulan depan saya juga sudah menyampaikan keluhan saya di akun resmi twitter dan ig tapi tidak ada respon sama sekali tolong jangan seperti ini,"['adakah', 'solusinya', 'kenapa', 'dari', 'kemarin', 'saya', 'tidak', 'bisa', 'membuka', 'aplikasinya', 'dan', 'selalu', 'muncul', 'tulisan', 'ada', 'yang', 'tidak', 'beres', 'silakan', 'coba', 'lagi', 'kapankapan', 'padahal', 'masa', 'berlangganan', 'masih', 'aktif', 'sampai', 'bulan', 'depan', 'saya', 'juga', 'sudah', 'menyampaikan', 'keluhan', 'saya', 'di', 'akun', 'resmi', 'twitter', 'dan', 'ig', 'tapi', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'tolong', 'jangan', 'seperti', 'ini']",52,"['adakah', 'solusinya', 'kemarin', 'membuka', 'aplikasinya', 'muncul', 'tulisan', 'beres', 'silakan', 'coba', 'kapankapan', 'berlangganan', 'aktif', 'keluhan', 'akun', 'resmi', 'twitter', 'ig', 'respon']",19,"['ada', 'solusi', 'kemarin', 'buka', 'aplikasi', 'muncul', 'tulis', 'beres', 'sila', 'coba', 'kapankapan', 'langgan', 'aktif', 'keluh', 'akun', 'resmi', 'twitter', 'ig', 'respon']",ada solusi kemarin buka aplikasi muncul tulis beres sila coba kapankapan langgan aktif keluh akun resmi twitter ig respon,-12,1,Negatif
2023-02-18,"Always show mssg like this

Playback Error
Error playing this content due to
DRM issues. Please try again.
(Error: 0973)",1,"Selalu tampilkan pesan seperti ini

Kesalahan Pemutaran
Terjadi kesalahan saat memutar konten ini karena
masalah DRM. Silakan coba lagi.
(Kesalahan: 0973)",20,selalu tampilkan pesan seperti ini kesalahan pemutaran terjadi kesalahan saat memutar konten ini karena masalah drm silakan coba lagi kesalahan,"['selalu', 'tampilkan', 'pesan', 'seperti', 'ini', 'kesalahan', 'pemutaran', 'terjadi', 'kesalahan', 'saat', 'memutar', 'konten', 'ini', 'karena', 'masalah', 'drm', 'silakan', 'coba', 'lagi', 'kesalahan']",20,"['tampilkan', 'pesan', 'kesalahan', 'pemutaran', 'kesalahan', 'memutar', 'konten', 'drm', 'silakan', 'coba', 'kesalahan']",11,"['tampil', 'pesan', 'salah', 'putar', 'salah', 'putar', 'konten', 'drm', 'sila', 'coba', 'salah']",tampil pesan salah putar salah putar konten drm sila coba salah,-23,1,Negatif
2023-02-18,Gak bisa di akses tolong perbaiki,2,Gak bisa di akses tolong perbaiki,6,gak bisa di akses tolong perbaiki,"['gak', 'bisa', 'di', 'akses', 'tolong', 'perbaiki']",6,"['akses', 'perbaiki']",2,"['akses', 'baik']",akses baik,1,3,Netral
2023-02-18,Kenap dari kemarin eror teruss gk bisa dibuka?????,1,Kenap dari kemarin eror teruss gk bisa dibuka?????,8,kenap dari kemarin eror teruss gk bisa dibuka,"['kenap', 'dari', 'kemarin', 'eror', 'teruss', 'gk', 'bisa', 'dibuka']",8,"['kenap', 'kemarin', 'eror', 'teruss', 'gk', 'dibuka']",6,"['kenap', 'kemarin', 'eror', 'teruss', 'gk', 'buka']",kenap kemarin eror teruss gk buka,-7,1,Negatif
2023-02-18,kok aplikasinya gabisa dibuka ya?,1,kok aplikasinya gabisa dibuka ya?,5,kok aplikasinya gabisa dibuka ya,"['kok', 'aplikasinya', 'gabisa', 'dibuka', 'ya']",5,"['aplikasinya', 'gabisa', 'dibuka', 'ya']",4,"['aplikasi', 'gabisa', 'buka', 'ya']",aplikasi gabisa buka ya,-3,2,Negatif
2023-02-18,"Tolong tambahkan fitur untuk OTP bisa dikirm via SMS atau Telpon, jngn hanya via whatsapp terima kasih",1,"Tolong tambahkan fitur untuk OTP bisa dikirm via SMS atau Telpon, jngn hanya via whatsapp terima kasih",17,tolong tambahkan fitur untuk otp bisa dikirm via sms atau telpon jngn hanya via whatsapp terima kasih,"['tolong', 'tambahkan', 'fitur', 'untuk', 'otp', 'bisa', 'dikirm', 'via', 'sms', 'atau', 'telpon', 'jngn', 'hanya', 'via', 'whatsapp', 'terima', 'kasih']",17,"['tambahkan', 'fitur', 'otp', 'dikirm', 'via', 'sms', 'telpon', 'jngn', 'via', 'whatsapp', 'terima', 'kasih']",12,"['tambah', 'fitur', 'otp', 'dikirm', 'via', 'sms', 'telpon', 'jngn', 'via', 'whatsapp', 'terima', 'kasih']",tambah fitur otp dikirm via sms telpon jngn via whatsapp terima kasih,4,5,Positif
2023-02-18,"Hello, why my disney hotstar application can’t open? Since a few days ago.. it always said SOMETHING WENT WRONG, PLEASE TRY AGAIN IN SOMETIME.. please fix it.. thank you",1,"Halo kenapa aplikasi disney hotstar saya tidak bisa terbuka? Sejak beberapa hari yang lalu.. selalu tertulis ADA YANG SALAH, TOLONG COBA LAGI KADANG.. mohon diperbaiki.. terima kasih",29,halo kenapa aplikasi disney hotstar saya tidak bisa terbuka sejak beberapa hari yang lalu selalu tertulis ada yang salah tolong coba lagi kadang mohon diperbaiki terima kasih,"['halo', 'kenapa', 'aplikasi', 'disney', 'hotstar', 'saya', 'tidak', 'bisa', 'terbuka', 'sejak', 'beberapa', 'hari', 'yang', 'lalu', 'selalu', 'tertulis', 'ada', 'yang', 'salah', 'tolong', 'coba', 'lagi', 'kadang', 'mohon', 'diperbaiki', 'terima', 'kasih']",27,"['halo', 'hotstar', 'terbuka', 'tertulis', 'salah', 'coba', 'kadang', 'mohon', 'diperbaiki', 'terima', 'kasih']",11,"['halo', 'hotstar', 'buka', 'tulis', 'salah', 'coba', 'kadang', 'mohon', 'baik', 'terima', 'kasih']",halo hotstar buka tulis salah coba kadang mohon baik terima kasih,-6,1,Negatif
2023-02-18,I already paid for 12 months just been watching for several days and now couldn’t use this app anymore they said “something went wrong” ! Now i want my money back!! This app is broken!,1,"Saya sudah membayar selama 12 bulan, baru menonton selama beberapa hari dan sekarang tidak dapat menggunakan aplikasi ini lagi, mereka berkata “ada yang tidak beres”! Sekarang saya ingin uang saya kembali!! Aplikasi ini rusak!",35,saya sudah membayar selama bulan baru menonton selama beberapa hari dan sekarang tidak dapat menggunakan aplikasi ini lagi mereka berkata “ada yang tidak beres” sekarang saya ingin uang saya kembali aplikasi ini rusak,"['saya', 'sudah', 'membayar', 'selama', 'bulan', 'baru', 'menonton', 'selama', 'beberapa', 'hari', 'dan', 'sekarang', 'tidak', 'dapat', 'menggunakan', 'aplikasi', 'ini', 'lagi', 'mereka', 'berkata', '“', 'ada', 'yang', 'tidak', 'beres', '”', 'sekarang', 'saya', 'ingin', 'uang', 'saya', 'kembali', 'aplikasi', 'ini', 'rusak']",35,"['membayar', '“', 'beres', '”', 'uang', 'rusak']",6,"['bayar', '', 'beres', '', 'uang', 'rusak']",bayar  beres  uang rusak,-7,1,Negatif
2023-02-18,kena apa tidak bisa buka app nya nih padahal sudah berangan paket 1 tahun,1,kena apa tidak bisa buka app nya nih padahal sudah berangan paket 1 tahun,14,kena apa tidak bisa buka app nya nih padahal sudah berangan paket tahun,"['kena', 'apa', 'tidak', 'bisa', 'buka', 'app', 'nya', 'nih', 'padahal', 'sudah', 'berangan', 'paket', 'tahun']",13,"['kena', 'buka', 'app', 'nih', 'berangan', 'paket']",6,"['kena', 'buka', 'app', 'nih', 'berangan', 'paket']",kena buka app nih berangan paket,-5,1,Negatif
2023-02-18,"Beberapa hari tidak bisa dibuka sama sekali
Sudah uninstall/install tetap saja",1,"Beberapa hari tidak bisa dibuka sama sekali
Sudah uninstall/install tetap saja",11,beberapa hari tidak bisa dibuka sama sekali sudah uninstallinstall tetap saja,"['beberapa', 'hari', 'tidak', 'bisa', 'dibuka', 'sama', 'sekali', 'sudah', 'uninstallinstall', 'tetap', 'saja']",11,"['dibuka', 'uninstallinstall']",2,"['buka', 'uninstallinstall']",buka uninstallinstall,-3,2,Negatif
2023-02-18,Oops! Something went wrong. Please try again in sometime.  I had that since few days! Tried delete and download! Same result!!!! What to do??? I already paid the membership!!!!,1,Ups! Ada yang tidak beres. Silakan coba lagi suatu saat nanti.  Saya memilikinya sejak beberapa hari! Mencoba menghapus dan mengunduh! Hasil yang sama!!!! Apa yang harus dilakukan??? Saya sudah membayar keanggotaan!!!!,29,ups ada yang tidak beres silakan coba lagi suatu saat nanti saya memilikinya sejak beberapa hari mencoba menghapus dan mengunduh hasil yang sama apa yang harus dilakukan saya sudah membayar keanggotaan,"['ups', 'ada', 'yang', 'tidak', 'beres', 'silakan', 'coba', 'lagi', 'suatu', 'saat', 'nanti', 'saya', 'memilikinya', 'sejak', 'beberapa', 'hari', 'mencoba', 'menghapus', 'dan', 'mengunduh', 'hasil', 'yang', 'sama', 'apa', 'yang', 'harus', 'dilakukan', 'saya', 'sudah', 'membayar', 'keanggotaan']",31,"['ups', 'beres', 'silakan', 'coba', 'memilikinya', 'mencoba', 'menghapus', 'mengunduh', 'hasil', 'membayar', 'keanggotaan']",11,"['ups', 'beres', 'sila', 'coba', 'milik', 'coba', 'hapus', 'unduh', 'hasil', 'bayar', 'anggota']",ups beres sila coba milik coba hapus unduh hasil bayar anggota,-11,1,Negatif
2023-02-18,"Aplikasi tolol, tidak bisa d buka selalu crash",1,"Aplikasi tolol, tidak bisa d buka selalu crash",8,aplikasi tolol tidak bisa d buka selalu crash,"['aplikasi', 'tolol', 'tidak', 'bisa', 'd', 'buka', 'selalu', 'crash']",8,"['tolol', 'd', 'buka', 'crash']",4,"['tolol', 'd', 'buka', 'crash']",tolol d buka crash,-12,1,Negatif
2023-02-17,Saya sangat menikmati aplikasi ini dan kontennya. Tapi semenjak kemarin malam kenapa saya tidak bisa masuk aplikasi. Selalu muncul tulisan layar error dan tidak bisa masuk ke aplikasi,5,Saya sangat menikmati aplikasi ini dan kontennya. Tapi semenjak kemarin malam kenapa saya tidak bisa masuk aplikasi. Selalu muncul tulisan layar error dan tidak bisa masuk ke aplikasi,28,saya sangat menikmati aplikasi ini dan kontennya tapi semenjak kemarin malam kenapa saya tidak bisa masuk aplikasi selalu muncul tulisan layar error dan tidak bisa masuk ke aplikasi,"['saya', 'sangat', 'menikmati', 'aplikasi', 'ini', 'dan', 'kontennya', 'tapi', 'semenjak', 'kemarin', 'malam', 'kenapa', 'saya', 'tidak', 'bisa', 'masuk', 'aplikasi', 'selalu', 'muncul', 'tulisan', 'layar', 'error', 'dan', 'tidak', 'bisa', 'masuk', 'ke', 'aplikasi']",28,"['menikmati', 'kontennya', 'semenjak', 'kemarin', 'malam', 'masuk', 'muncul', 'tulisan', 'layar', 'error', 'masuk']",11,"['nikmat', 'konten', 'semenjak', 'kemarin', 'malam', 'masuk', 'muncul', 'tulis', 'layar', 'error', 'masuk']",nikmat konten semenjak kemarin malam masuk muncul tulis layar error masuk,-12,1,Negatif
2023-02-18,Been using this app for 1 in my ipad pro month and already paid for 1 year now i couldn’t watch anymore they said “something went wrong”. Pls give my money backkkkkk ! Such a really bad app,1,"Telah menggunakan aplikasi ini selama 1 bulan di ipad pro saya dan sudah membayar selama 1 tahun sekarang saya tidak dapat menonton lagi mereka berkata ""ada yang tidak beres"". Tolong kembalikan uangkukkkkk! Aplikasi yang sangat buruk",38,telah menggunakan aplikasi ini selama bulan di ipad pro saya dan sudah membayar selama tahun sekarang saya tidak dapat menonton lagi mereka berkata ada yang tidak beres tolong kembalikan uangkukkkkk aplikasi yang sangat buruk,"['telah', 'menggunakan', 'aplikasi', 'ini', 'selama', 'bulan', 'di', 'ipad', 'pro', 'saya', 'dan', 'sudah', 'membayar', 'selama', 'tahun', 'sekarang', 'saya', 'tidak', 'dapat', 'menonton', 'lagi', 'mereka', 'berkata', 'ada', 'yang', 'tidak', 'beres', 'tolong', 'kembalikan', 'uangkukkkkk', 'aplikasi', 'yang', 'sangat', 'buruk']",34,"['ipad', 'pro', 'membayar', 'beres', 'kembalikan', 'uangkukkkkk', 'buruk']",7,"['ipad', 'pro', 'bayar', 'beres', 'kembali', 'uangkukkkkk', 'buruk']",ipad pro bayar beres kembali uangkukkkkk buruk,-8,1,Negatif
2023-02-18,"Can't access with notification ""Something went wrong"" after that stupid livestream event at 17th February 2023, already uninstall and install but nothing happens, it's been almost 24 hours but they still can't fix this issue, stupid",1,"Tidak dapat mengakses dengan notifikasi ""Ada yang tidak beres"" setelah acara livestream bodoh itu pada 17 Februari 2023, sudah uninstall dan instal tapi tidak terjadi apa-apa, sudah hampir 24 jam tapi masih belum bisa memperbaiki masalah ini, bodoh",36,tidak dapat mengakses dengan notifikasi ada yang tidak beres setelah acara livestream bodoh itu pada februari sudah uninstall dan instal tapi tidak terjadi apaapa sudah hampir jam tapi masih belum bisa memperbaiki masalah ini bodoh,"['tidak', 'dapat', 'mengakses', 'dengan', 'notifikasi', 'ada', 'yang', 'tidak', 'beres', 'setelah', 'acara', 'livestream', 'bodoh', 'itu', 'pada', 'februari', 'sudah', 'uninstall', 'dan', 'instal', 'tapi', 'tidak', 'terjadi', 'apaapa', 'sudah', 'hampir', 'jam', 'tapi', 'masih', 'belum', 'bisa', 'memperbaiki', 'masalah', 'ini', 'bodoh']",35,"['mengakses', 'notifikasi', 'beres', 'acara', 'livestream', 'bodoh', 'februari', 'uninstall', 'instal', 'apaapa', 'jam', 'memperbaiki', 'bodoh']",13,"['akses', 'notifikasi', 'beres', 'acara', 'livestream', 'bodoh', 'februari', 'uninstall', 'instal', 'apaapa', 'jam', 'baik', 'bodoh']",akses notifikasi beres acara livestream bodoh februari uninstall instal apaapa jam baik bodoh,1,3,Netral
2023-02-18,Tidak bisa dibuka,2,Tidak bisa dibuka,3,tidak bisa dibuka,"['tidak', 'bisa', 'dibuka']",3,['dibuka'],1,['buka'],buka,-3,2,Negatif
