text,rating,detected_language
Subtitle sering ga sinkron. Kualitas gambar sering tiba-tiba turun.. Tiba-tiba buffering melulu padahal internet lancar. Ternyata sudah ada keluhan dari review beberapa tahun lalu. Kok ga ada perubahan? Bikin apps buat samsung smart TV dong. Masa nonton mesti dari web terus,1,indonesian
Since 2 weeks cannot access Disney Hotstar due to pb474 error. No support at all how to resolve it. Please refund my subscription money and cancel the plan.,1,english
sudah berlangganan gak bisa di play gak jelas,1,indonesian
MORE ANIME SERIES SEASON,2,unclear
BOYCOTT DISNEY,1,unclear
THE APP JUST LOGGING ME OUT AND I TRIED GUESSING MY CODE 3 TIMES AND I CANNOT ENTER MY ACCONT!,1,english
BABIII JELEK SKLI ADA PAKET DISNEY TAPI TIDAK BISA DI PAKAI NONTON,1,indonesian
"LUCU BANGET DISNEY, OTP SUSAH BANGET MUNCUL",1,unclear
YAHUDI,1,unclear
"Go to hell , you kill many children in palestine , shame on you 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",1,unclear
BERTAHUN TAHUN MENGHIBUR ANAK ANAK SEKARANG MALAH TERANG TERANGAN KASIH BANTUAN KE ISRAEL. GUE GABAKAL MAU LAGI NONTON DI APLIKASI INI . APLIKASI PEMBUNUH !!!,1,indonesian
KO GABISA DI BUKAA APK NYAAA,1,indonesian
"SUSAH SEKALI DAPET OTP PADAHAL UDAH DI COBA TERUS, RUGI DAH LANGGANAN",1,indonesian
"Helloo, OTP code hereeeeeeee ? Where are you ? Are u lost in indonesia",1,english
Very Helpful,5,unclear
"sering bgt muncul notif ""too many account using ur account"" jd ga bs play movie. padahaln yg pake akun cm gue dan yg login cm gue. rusak bgt aplikasinya",1,indonesian
